,id,prod,cat,video_id,aspect,negative,neutral,positive
0,69,VR,Apple,Gyo6apLIMM4,mixed reality,0.3674127,0.23846762,0.39411968
0,69,VR,Apple,Gyo6apLIMM4,Gyroscope,0.38882768,0.23175079,0.37942156
0,69,VR,Apple,Gyo6apLIMM4,audio,0.37394273,0.23038875,0.39566848
0,69,VR,Apple,Gyo6apLIMM4,visual,0.37925828,0.2249594,0.3957823
0,69,VR,Apple,Gyo6apLIMM4,technology,0.41263175,0.21915181,0.36821643
0,69,VR,Apple,Gyo6apLIMM4,specification,0.3902771,0.2249623,0.38476062
0,70,VR,Apple,Gyo6apLIMM4,performance,0.050904937,0.19232212,0.75677294
0,70,VR,Apple,Gyo6apLIMM4,experience,0.049215823,0.1822594,0.7685248
0,70,VR,Apple,Gyo6apLIMM4,gaming,0.051204268,0.20791028,0.74088544
0,70,VR,Apple,Gyo6apLIMM4,mixed reality,0.04524656,0.1879959,0.76675755
0,70,VR,Apple,Gyo6apLIMM4,Gyroscope,0.052116252,0.20531641,0.74256736
0,70,VR,Apple,Gyo6apLIMM4,audio,0.051900104,0.19810228,0.7499976
0,70,VR,Apple,Gyo6apLIMM4,visual,0.05183948,0.20044477,0.7477158
0,70,VR,Apple,Gyo6apLIMM4,technology,0.056803994,0.2036175,0.7395785
0,70,VR,Apple,Gyo6apLIMM4,specification,0.0511209,0.19896422,0.7499149
0,71,VR,Apple,tCTxGRaeFxc,performance,0.011982182,0.93559265,0.05242519
0,71,VR,Apple,tCTxGRaeFxc,experience,0.011973911,0.93502086,0.053005207
0,71,VR,Apple,tCTxGRaeFxc,gaming,0.008540198,0.9525863,0.038873523
0,71,VR,Apple,tCTxGRaeFxc,mixed reality,0.012636396,0.93666387,0.05069981
0,71,VR,Apple,tCTxGRaeFxc,Gyroscope,0.012101234,0.93856496,0.049333837
0,71,VR,Apple,tCTxGRaeFxc,audio,0.010698438,0.94453055,0.044771068
0,71,VR,Apple,tCTxGRaeFxc,visual,0.0115675805,0.9389483,0.049484193
0,71,VR,Apple,tCTxGRaeFxc,technology,0.011585894,0.9366594,0.05175468
0,71,VR,Apple,tCTxGRaeFxc,specification,0.011252679,0.93921214,0.049535166
0,72,VR,Apple,tCTxGRaeFxc,performance,0.038809128,0.52674663,0.4344442
0,72,VR,Apple,tCTxGRaeFxc,experience,0.039806377,0.51779693,0.44239667
0,72,VR,Apple,tCTxGRaeFxc,gaming,0.03462881,0.62140685,0.34396428
0,72,VR,Apple,tCTxGRaeFxc,mixed reality,0.040856883,0.53882354,0.42031962
0,72,VR,Apple,tCTxGRaeFxc,Gyroscope,0.041073147,0.5260211,0.4329057
0,72,VR,Apple,tCTxGRaeFxc,audio,0.037829336,0.55597466,0.40619603
0,72,VR,Apple,tCTxGRaeFxc,visual,0.04013353,0.52520853,0.4346579
0,72,VR,Apple,tCTxGRaeFxc,technology,0.039120067,0.52376467,0.43711528
0,72,VR,Apple,tCTxGRaeFxc,specification,0.041193157,0.52170557,0.43710124
0,73,VR,Apple,tCTxGRaeFxc,performance,0.056497373,0.859059,0.08444369
0,73,VR,Apple,tCTxGRaeFxc,experience,0.063078895,0.8500569,0.0868642
0,73,VR,Apple,tCTxGRaeFxc,gaming,0.058810025,0.86498123,0.07620869
0,73,VR,Apple,tCTxGRaeFxc,mixed reality,0.042648282,0.82905245,0.12829934
0,73,VR,Apple,tCTxGRaeFxc,Gyroscope,0.062813915,0.8536051,0.083581015
0,73,VR,Apple,tCTxGRaeFxc,audio,0.061742295,0.85039735,0.087860346
0,73,VR,Apple,tCTxGRaeFxc,visual,0.064805634,0.85203505,0.08315935
0,73,VR,Apple,tCTxGRaeFxc,technology,0.061760183,0.8504484,0.08779143
0,73,VR,Apple,tCTxGRaeFxc,specification,0.059547137,0.8586011,0.081851795
0,74,VR,Apple,tCTxGRaeFxc,performance,0.03661174,0.67122203,0.29216617
0,74,VR,Apple,tCTxGRaeFxc,experience,0.038796857,0.68289703,0.27830613
0,74,VR,Apple,tCTxGRaeFxc,gaming,0.03660458,0.7360189,0.22737661
0,74,VR,Apple,tCTxGRaeFxc,mixed reality,0.04632218,0.6984019,0.25527596
0,74,VR,Apple,tCTxGRaeFxc,Gyroscope,0.0410731,0.6941333,0.2647936
0,74,VR,Apple,tCTxGRaeFxc,audio,0.037535556,0.70801806,0.2544464
0,74,VR,Apple,tCTxGRaeFxc,visual,0.04049394,0.668086,0.29142007
0,74,VR,Apple,tCTxGRaeFxc,technology,0.03807928,0.6238,0.33812073
0,74,VR,Apple,tCTxGRaeFxc,specification,0.04293237,0.6790206,0.27804708
0,75,VR,Apple,tCTxGRaeFxc,performance,0.31091383,0.45355564,0.2355304
0,75,VR,Apple,tCTxGRaeFxc,experience,0.3082464,0.4565595,0.23519406
0,75,VR,Apple,tCTxGRaeFxc,gaming,0.31636724,0.4700661,0.21356669
0,75,VR,Apple,tCTxGRaeFxc,mixed reality,0.3450441,0.43789715,0.21705873
0,75,VR,Apple,tCTxGRaeFxc,Gyroscope,0.31887797,0.4536837,0.22743829
0,75,VR,Apple,tCTxGRaeFxc,audio,0.30714235,0.46264434,0.23021328
0,75,VR,Apple,tCTxGRaeFxc,visual,0.32877082,0.44092223,0.23030692
0,75,VR,Apple,tCTxGRaeFxc,technology,0.29110628,0.4692705,0.23962317
0,75,VR,Apple,tCTxGRaeFxc,specification,0.30618984,0.4623083,0.23150189
0,76,VR,Apple,xnl1nKTp52Q,performance,0.11650087,0.7786447,0.10485441
0,76,VR,Apple,xnl1nKTp52Q,experience,0.1118679,0.81220794,0.0759241
0,76,VR,Apple,xnl1nKTp52Q,gaming,0.042324968,0.919621,0.038054068
0,76,VR,Apple,xnl1nKTp52Q,mixed reality,0.12972398,0.7851963,0.08507968
0,76,VR,Apple,xnl1nKTp52Q,Gyroscope,0.09968997,0.8238247,0.076485336
0,76,VR,Apple,xnl1nKTp52Q,audio,0.11544001,0.8124686,0.0720914
0,76,VR,Apple,xnl1nKTp52Q,visual,0.111781545,0.8233385,0.06487994
0,76,VR,Apple,xnl1nKTp52Q,technology,0.07615136,0.872298,0.051550638
0,76,VR,Apple,xnl1nKTp52Q,specification,0.1214091,0.7992103,0.07938061
0,77,VR,Apple,xnl1nKTp52Q,performance,0.20218575,0.75135297,0.04646132
0,77,VR,Apple,xnl1nKTp52Q,experience,0.13239588,0.84007764,0.027526466
0,77,VR,Apple,xnl1nKTp52Q,gaming,0.22615196,0.7576102,0.016237844
0,77,VR,Apple,xnl1nKTp52Q,mixed reality,0.5101689,0.46384808,0.025982969
0,77,VR,Apple,xnl1nKTp52Q,Gyroscope,0.31141892,0.6612233,0.02735775
0,77,VR,Apple,xnl1nKTp52Q,audio,0.39888683,0.57296264,0.028150508
0,77,VR,Apple,xnl1nKTp52Q,visual,0.36734852,0.603306,0.029345483
0,77,VR,Apple,xnl1nKTp52Q,technology,0.26223472,0.695482,0.042283192
0,77,VR,Apple,xnl1nKTp52Q,specification,0.14728388,0.81150293,0.04121316
0,78,VR,Apple,xnl1nKTp52Q,performance,0.083133675,0.7223209,0.19454545
0,78,VR,Apple,xnl1nKTp52Q,experience,0.059720848,0.7507823,0.18949686
0,78,VR,Apple,xnl1nKTp52Q,gaming,0.06581145,0.8704107,0.06377788
0,78,VR,Apple,xnl1nKTp52Q,mixed reality,0.32424268,0.61993086,0.055826467
0,78,VR,Apple,xnl1nKTp52Q,Gyroscope,0.13246703,0.7466288,0.12090416
0,78,VR,Apple,xnl1nKTp52Q,audio,0.1281561,0.7807401,0.09110383
0,78,VR,Apple,xnl1nKTp52Q,visual,0.20192404,0.6308132,0.1672628
0,78,VR,Apple,xnl1nKTp52Q,technology,0.060534533,0.5084374,0.4310281
0,78,VR,Apple,xnl1nKTp52Q,specification,0.06500633,0.79285246,0.1421412
0,79,VR,Apple,xnl1nKTp52Q,performance,0.009299882,0.1601351,0.83056504
0,79,VR,Apple,xnl1nKTp52Q,experience,0.01333779,0.23886588,0.74779636
0,79,VR,Apple,xnl1nKTp52Q,gaming,0.0155758755,0.35381132,0.6306128
0,79,VR,Apple,xnl1nKTp52Q,mixed reality,0.021398993,0.8110598,0.16754119
0,79,VR,Apple,xnl1nKTp52Q,Gyroscope,0.011278942,0.3635832,0.6251378
0,79,VR,Apple,xnl1nKTp52Q,audio,0.0205208,0.24610382,0.7333754
0,79,VR,Apple,xnl1nKTp52Q,visual,0.010528332,0.21481845,0.7746532
0,79,VR,Apple,xnl1nKTp52Q,technology,0.010631372,0.24530791,0.74406075
0,79,VR,Apple,xnl1nKTp52Q,specification,0.015789436,0.3944311,0.58977944
0,80,VR,Apple,xnl1nKTp52Q,performance,0.059045833,0.071455956,0.86949825
0,80,VR,Apple,xnl1nKTp52Q,experience,0.073828496,0.07807098,0.84810054
0,80,VR,Apple,xnl1nKTp52Q,gaming,0.08471493,0.08578113,0.829504
0,80,VR,Apple,xnl1nKTp52Q,mixed reality,0.08431189,0.078390665,0.8372974
0,80,VR,Apple,xnl1nKTp52Q,Gyroscope,0.068186216,0.07909815,0.8527156
0,80,VR,Apple,xnl1nKTp52Q,audio,0.049050797,0.058048733,0.89290047
0,80,VR,Apple,xnl1nKTp52Q,visual,0.07300132,0.06929445,0.8577042
0,80,VR,Apple,xnl1nKTp52Q,technology,0.08965562,0.10170755,0.80863684
0,80,VR,Apple,xnl1nKTp52Q,specification,0.07049386,0.07931837,0.8501878
0,81,VR,Apple,CG8UbTEGmQI,performance,0.9761772,0.018916836,0.0049058693
0,81,VR,Apple,CG8UbTEGmQI,experience,0.9520588,0.042367842,0.005573335
0,81,VR,Apple,CG8UbTEGmQI,gaming,0.91986626,0.07479726,0.0053365515
0,81,VR,Apple,CG8UbTEGmQI,mixed reality,0.9563048,0.03967539,0.004019914
0,81,VR,Apple,CG8UbTEGmQI,Gyroscope,0.88611406,0.103301235,0.010584642
0,81,VR,Apple,CG8UbTEGmQI,audio,0.9937831,0.00502287,0.0011940184
0,81,VR,Apple,CG8UbTEGmQI,visual,0.88833916,0.10020722,0.0114536565
0,81,VR,Apple,CG8UbTEGmQI,technology,0.85319257,0.13326839,0.013539027
0,81,VR,Apple,CG8UbTEGmQI,specification,0.7994429,0.18633519,0.014221822
0,82,VR,Apple,CG8UbTEGmQI,performance,0.8203275,0.12328302,0.056389395
0,82,VR,Apple,CG8UbTEGmQI,experience,0.81045234,0.15536453,0.03418305
0,82,VR,Apple,CG8UbTEGmQI,gaming,0.829009,0.1533106,0.017680364
0,82,VR,Apple,CG8UbTEGmQI,mixed reality,0.7251075,0.24156305,0.033329446
0,82,VR,Apple,CG8UbTEGmQI,Gyroscope,0.823419,0.14599976,0.030581327
0,82,VR,Apple,CG8UbTEGmQI,audio,0.79196656,0.16745399,0.040579487
0,82,VR,Apple,CG8UbTEGmQI,visual,0.8306443,0.14048876,0.028866954
0,82,VR,Apple,CG8UbTEGmQI,technology,0.82842046,0.14605641,0.025523119
0,82,VR,Apple,CG8UbTEGmQI,specification,0.8416957,0.13025744,0.028046893
0,83,VR,Apple,CG8UbTEGmQI,performance,0.90080017,0.078188516,0.021011371
0,83,VR,Apple,CG8UbTEGmQI,experience,0.8079637,0.14927301,0.042763345
0,83,VR,Apple,CG8UbTEGmQI,gaming,0.7505285,0.2310008,0.018470597
0,83,VR,Apple,CG8UbTEGmQI,mixed reality,0.91502005,0.070352145,0.014627795
0,83,VR,Apple,CG8UbTEGmQI,Gyroscope,0.8688648,0.1088635,0.022271676
0,83,VR,Apple,CG8UbTEGmQI,audio,0.7537341,0.2178297,0.02843614
0,83,VR,Apple,CG8UbTEGmQI,visual,0.90990216,0.06986882,0.020228988
0,83,VR,Apple,CG8UbTEGmQI,technology,0.9354429,0.051364817,0.013192224
0,83,VR,Apple,CG8UbTEGmQI,specification,0.8143357,0.1613852,0.02427907
0,84,VR,Apple,CG8UbTEGmQI,performance,0.013871606,0.043769583,0.94235885
0,84,VR,Apple,CG8UbTEGmQI,experience,0.019956654,0.09485212,0.88519126
0,84,VR,Apple,CG8UbTEGmQI,gaming,0.018192723,0.09867021,0.88313705
0,84,VR,Apple,CG8UbTEGmQI,mixed reality,0.107465915,0.19802372,0.69451034
0,84,VR,Apple,CG8UbTEGmQI,Gyroscope,0.019882767,0.09276895,0.88734823
0,84,VR,Apple,CG8UbTEGmQI,audio,0.014747932,0.059253346,0.92599875
0,84,VR,Apple,CG8UbTEGmQI,visual,0.025095092,0.08178599,0.8931189
0,84,VR,Apple,CG8UbTEGmQI,technology,0.010987981,0.03734708,0.951665
0,84,VR,Apple,CG8UbTEGmQI,specification,0.026406782,0.09657806,0.8770152
0,85,VR,Apple,CG8UbTEGmQI,performance,0.021724667,0.16108969,0.8171856
0,85,VR,Apple,CG8UbTEGmQI,experience,0.015205028,0.14152877,0.8432662
0,85,VR,Apple,CG8UbTEGmQI,gaming,0.020736111,0.19375932,0.7855045
0,85,VR,Apple,CG8UbTEGmQI,mixed reality,0.03741743,0.22240888,0.74017364
0,85,VR,Apple,CG8UbTEGmQI,Gyroscope,0.015635423,0.22495598,0.7594086
0,85,VR,Apple,CG8UbTEGmQI,audio,0.011890249,0.20208894,0.7860208
0,85,VR,Apple,CG8UbTEGmQI,visual,0.013048195,0.17806941,0.8088824
0,85,VR,Apple,CG8UbTEGmQI,technology,0.014744313,0.23427753,0.7509782
0,85,VR,Apple,CG8UbTEGmQI,specification,0.031135619,0.24519268,0.7236717
0,86,VR,Apple,aJCXImHdTYY,performance,0.03194503,0.8261206,0.14193434
0,86,VR,Apple,aJCXImHdTYY,experience,0.016161138,0.94126046,0.042578436
0,86,VR,Apple,aJCXImHdTYY,gaming,0.022971278,0.94611293,0.030915821
0,86,VR,Apple,aJCXImHdTYY,mixed reality,0.084061034,0.86335415,0.05258478
0,86,VR,Apple,aJCXImHdTYY,Gyroscope,0.039124276,0.8650784,0.095797256
0,86,VR,Apple,aJCXImHdTYY,audio,0.005421058,0.97769815,0.016880812
0,86,VR,Apple,aJCXImHdTYY,visual,0.0049470253,0.92601484,0.069038205
0,86,VR,Apple,aJCXImHdTYY,technology,0.028714785,0.73105377,0.24023147
0,86,VR,Apple,aJCXImHdTYY,specification,0.048413552,0.90009594,0.051490452
0,87,VR,Apple,aJCXImHdTYY,performance,0.00514655,0.24249372,0.75235975
0,87,VR,Apple,aJCXImHdTYY,experience,0.0055175656,0.2758975,0.7185849
0,87,VR,Apple,aJCXImHdTYY,gaming,0.0060617877,0.43311718,0.56082106
0,87,VR,Apple,aJCXImHdTYY,mixed reality,0.010554926,0.51414055,0.47530448
0,87,VR,Apple,aJCXImHdTYY,Gyroscope,0.0057262243,0.39508265,0.59919107
0,87,VR,Apple,aJCXImHdTYY,audio,0.0052447272,0.3178941,0.6768611
0,87,VR,Apple,aJCXImHdTYY,visual,0.0063142395,0.56211424,0.43157154
0,87,VR,Apple,aJCXImHdTYY,technology,0.004646213,0.22216529,0.7731885
0,87,VR,Apple,aJCXImHdTYY,specification,0.00664151,0.3396064,0.6537521
0,88,VR,Apple,aJCXImHdTYY,performance,0.022822347,0.49793237,0.47924533
0,88,VR,Apple,aJCXImHdTYY,experience,0.018828478,0.41590628,0.56526524
0,88,VR,Apple,aJCXImHdTYY,gaming,0.014668271,0.7691898,0.21614192
0,88,VR,Apple,aJCXImHdTYY,mixed reality,0.050121013,0.76486963,0.1850094
0,88,VR,Apple,aJCXImHdTYY,Gyroscope,0.028333968,0.70439357,0.26727244
0,88,VR,Apple,aJCXImHdTYY,audio,0.018544126,0.71662366,0.2648322
0,88,VR,Apple,aJCXImHdTYY,visual,0.0264793,0.64883006,0.32469073
0,88,VR,Apple,aJCXImHdTYY,technology,0.02049984,0.74361223,0.23588799
0,88,VR,Apple,aJCXImHdTYY,specification,0.02617798,0.6053363,0.36848578
0,89,VR,Apple,aJCXImHdTYY,performance,0.59463316,0.28116056,0.12420622
0,89,VR,Apple,aJCXImHdTYY,experience,0.5502237,0.39051038,0.05926592
0,89,VR,Apple,aJCXImHdTYY,gaming,0.34736818,0.58628416,0.066347666
0,89,VR,Apple,aJCXImHdTYY,mixed reality,0.53076684,0.41347522,0.05575787
0,89,VR,Apple,aJCXImHdTYY,Gyroscope,0.43476072,0.49309394,0.072145276
0,89,VR,Apple,aJCXImHdTYY,audio,0.48564786,0.44175425,0.07259796
0,89,VR,Apple,aJCXImHdTYY,visual,0.394507,0.5309326,0.07456038
0,89,VR,Apple,aJCXImHdTYY,technology,0.27162942,0.65818673,0.070183836
0,89,VR,Apple,aJCXImHdTYY,specification,0.48504153,0.42415467,0.09080377
0,90,VR,Apple,aJCXImHdTYY,performance,0.002200996,0.984475,0.013324074
0,90,VR,Apple,aJCXImHdTYY,experience,0.0020889794,0.98619163,0.011719415
0,90,VR,Apple,aJCXImHdTYY,gaming,0.0022995125,0.9871465,0.010553996
0,90,VR,Apple,aJCXImHdTYY,mixed reality,0.002259608,0.98743546,0.010304878
0,90,VR,Apple,aJCXImHdTYY,Gyroscope,0.0021869543,0.98810285,0.009710217
0,90,VR,Apple,aJCXImHdTYY,audio,0.0022358466,0.9882675,0.009496673
0,90,VR,Apple,aJCXImHdTYY,visual,0.0022028894,0.9872111,0.010585973
0,90,VR,Apple,aJCXImHdTYY,technology,0.0023331132,0.98696774,0.010699118
0,90,VR,Apple,aJCXImHdTYY,specification,0.0022023867,0.9871274,0.010670125
0,91,VR,Apple,pjxgkG53C38,performance,0.0056368406,0.13138394,0.86297923
0,91,VR,Apple,pjxgkG53C38,experience,0.0052085193,0.18147977,0.81331176
0,91,VR,Apple,pjxgkG53C38,gaming,0.011036533,0.5162872,0.47267628
0,91,VR,Apple,pjxgkG53C38,mixed reality,0.009245365,0.30228692,0.68846774
0,91,VR,Apple,pjxgkG53C38,Gyroscope,0.008017872,0.22444966,0.76753247
0,91,VR,Apple,pjxgkG53C38,audio,0.0065577747,0.24482894,0.7486133
0,91,VR,Apple,pjxgkG53C38,visual,0.003857933,0.0794417,0.9167004
0,91,VR,Apple,pjxgkG53C38,technology,0.009162519,0.4027444,0.5880931
0,91,VR,Apple,pjxgkG53C38,specification,0.0071951435,0.23436676,0.75843817
0,92,VR,Apple,pjxgkG53C38,performance,0.009716494,0.026870618,0.96341294
0,92,VR,Apple,pjxgkG53C38,experience,0.013268796,0.035288896,0.9514423
0,92,VR,Apple,pjxgkG53C38,gaming,0.008014301,0.027667657,0.964318
0,92,VR,Apple,pjxgkG53C38,mixed reality,0.02761287,0.057272576,0.9151145
0,92,VR,Apple,pjxgkG53C38,Gyroscope,0.020230757,0.047521815,0.93224746
0,92,VR,Apple,pjxgkG53C38,audio,0.008840908,0.027863761,0.96329534
0,92,VR,Apple,pjxgkG53C38,visual,0.010489119,0.029573994,0.95993686
0,92,VR,Apple,pjxgkG53C38,technology,0.012883427,0.039889723,0.9472269
0,92,VR,Apple,pjxgkG53C38,specification,0.010416025,0.036862694,0.9527213
0,93,VR,Apple,pjxgkG53C38,performance,0.9567808,0.03560881,0.00761042
0,93,VR,Apple,pjxgkG53C38,experience,0.9267586,0.06502742,0.008214009
0,93,VR,Apple,pjxgkG53C38,gaming,0.87173796,0.117861405,0.010400697
0,93,VR,Apple,pjxgkG53C38,mixed reality,0.9144468,0.07670365,0.008849561
0,93,VR,Apple,pjxgkG53C38,Gyroscope,0.95997554,0.036244087,0.0037803245
0,93,VR,Apple,pjxgkG53C38,audio,0.88855916,0.10319995,0.00824091
0,93,VR,Apple,pjxgkG53C38,visual,0.92985183,0.06413313,0.006014993
0,93,VR,Apple,pjxgkG53C38,technology,0.890249,0.10288149,0.0068695163
0,93,VR,Apple,pjxgkG53C38,specification,0.9185918,0.0756813,0.005726871
0,94,VR,Apple,pjxgkG53C38,performance,0.9033016,0.057523914,0.03917444
0,94,VR,Apple,pjxgkG53C38,experience,0.86844194,0.07862078,0.05293728
0,94,VR,Apple,pjxgkG53C38,gaming,0.80059654,0.13938494,0.060018573
0,94,VR,Apple,pjxgkG53C38,mixed reality,0.86262715,0.0794656,0.057907335
0,94,VR,Apple,pjxgkG53C38,Gyroscope,0.89632607,0.066531576,0.037142362
0,94,VR,Apple,pjxgkG53C38,audio,0.87232155,0.07804729,0.04963117
0,94,VR,Apple,pjxgkG53C38,visual,0.90881747,0.056210175,0.03497231
0,94,VR,Apple,pjxgkG53C38,technology,0.90797985,0.05394527,0.038074955
0,94,VR,Apple,pjxgkG53C38,specification,0.89095634,0.066023976,0.04301962
0,95,VR,Apple,pjxgkG53C38,performance,0.62464195,0.21699822,0.15835983
0,95,VR,Apple,pjxgkG53C38,experience,0.61652,0.18332075,0.20015933
0,95,VR,Apple,pjxgkG53C38,gaming,0.5842614,0.2430646,0.17267403
0,95,VR,Apple,pjxgkG53C38,mixed reality,0.63695484,0.19671132,0.16633382
0,95,VR,Apple,pjxgkG53C38,Gyroscope,0.57961655,0.2702459,0.15013751
0,95,VR,Apple,pjxgkG53C38,audio,0.44266197,0.40691173,0.15042625
0,95,VR,Apple,pjxgkG53C38,visual,0.58551157,0.2377347,0.17675379
0,95,VR,Apple,pjxgkG53C38,technology,0.52146083,0.3324991,0.14604008
0,95,VR,Apple,pjxgkG53C38,specification,0.6584589,0.21249604,0.1290451
0,96,VR,Meta,B4-yO8KALao,performance,0.007775909,0.17375995,0.8184641
0,96,VR,Meta,B4-yO8KALao,experience,0.0064169946,0.13137798,0.862205
0,96,VR,Meta,B4-yO8KALao,gaming,0.008278608,0.25045508,0.74126637
0,96,VR,Meta,B4-yO8KALao,mixed reality,0.006070072,0.21253163,0.78139836
0,96,VR,Meta,B4-yO8KALao,Gyroscope,0.008580297,0.30930805,0.6821116
0,96,VR,Meta,B4-yO8KALao,audio,0.008750846,0.44048586,0.55076325
0,96,VR,Meta,B4-yO8KALao,visual,0.00868642,0.24474204,0.74657154
0,96,VR,Meta,B4-yO8KALao,technology,0.009069709,0.3085316,0.68239874
0,96,VR,Meta,B4-yO8KALao,specification,0.008614816,0.23823844,0.75314677
0,97,VR,Meta,B4-yO8KALao,performance,0.028320584,0.3293823,0.64229715
0,97,VR,Meta,B4-yO8KALao,experience,0.02187157,0.30579498,0.6723334
0,97,VR,Meta,B4-yO8KALao,gaming,0.03830523,0.57889473,0.3828
0,97,VR,Meta,B4-yO8KALao,mixed reality,0.06946726,0.34849623,0.5820365
0,97,VR,Meta,B4-yO8KALao,Gyroscope,0.03652183,0.45993185,0.5035463
0,97,VR,Meta,B4-yO8KALao,audio,0.02377093,0.7257081,0.25052103
0,97,VR,Meta,B4-yO8KALao,visual,0.04144452,0.3561074,0.60244805
0,97,VR,Meta,B4-yO8KALao,technology,0.021987095,0.4166405,0.5613724
0,97,VR,Meta,B4-yO8KALao,specification,0.042998742,0.39095312,0.56604815
0,98,VR,Meta,B4-yO8KALao,performance,0.022314006,0.7051665,0.27251944
0,98,VR,Meta,B4-yO8KALao,experience,0.021456694,0.6978555,0.2806878
0,98,VR,Meta,B4-yO8KALao,gaming,0.010872713,0.7163711,0.27275613
0,98,VR,Meta,B4-yO8KALao,mixed reality,0.036302105,0.70720357,0.25649443
0,98,VR,Meta,B4-yO8KALao,Gyroscope,0.026013127,0.61142224,0.36256465
0,98,VR,Meta,B4-yO8KALao,audio,0.028981676,0.56150603,0.40951228
0,98,VR,Meta,B4-yO8KALao,visual,0.023185682,0.6935373,0.28327703
0,98,VR,Meta,B4-yO8KALao,technology,0.023322016,0.62295985,0.35371807
0,98,VR,Meta,B4-yO8KALao,specification,0.026624672,0.62438995,0.34898546
0,99,VR,Meta,B4-yO8KALao,performance,0.67008317,0.19086409,0.13905273
0,99,VR,Meta,B4-yO8KALao,experience,0.7286295,0.18910705,0.08226348
0,99,VR,Meta,B4-yO8KALao,gaming,0.6014665,0.3241628,0.07437076
0,99,VR,Meta,B4-yO8KALao,mixed reality,0.74679196,0.18226857,0.07093951
0,99,VR,Meta,B4-yO8KALao,Gyroscope,0.7823434,0.14248672,0.07516995
0,99,VR,Meta,B4-yO8KALao,audio,0.60281837,0.22661246,0.17056915
0,99,VR,Meta,B4-yO8KALao,visual,0.7818453,0.15959363,0.05856106
0,99,VR,Meta,B4-yO8KALao,technology,0.7631528,0.14501134,0.09183588
0,99,VR,Meta,B4-yO8KALao,specification,0.73780143,0.17216556,0.090033025
0,100,VR,Meta,B4-yO8KALao,performance,0.011815823,0.10758591,0.88059825
0,100,VR,Meta,B4-yO8KALao,experience,0.011236981,0.14674091,0.84202206
0,100,VR,Meta,B4-yO8KALao,gaming,0.007998869,0.60596913,0.38603196
0,100,VR,Meta,B4-yO8KALao,mixed reality,0.027644936,0.27392912,0.69842595
0,100,VR,Meta,B4-yO8KALao,Gyroscope,0.012889036,0.24710976,0.7400012
0,100,VR,Meta,B4-yO8KALao,audio,0.012508604,0.26889765,0.7185937
0,100,VR,Meta,B4-yO8KALao,visual,0.014193773,0.2248696,0.7609366
0,100,VR,Meta,B4-yO8KALao,technology,0.010147419,0.1357734,0.8540792
0,100,VR,Meta,B4-yO8KALao,specification,0.014480928,0.12900606,0.856513
0,101,VR,Meta,rMP19wUSzeQ,performance,0.9802003,0.017763307,0.0020364595
0,101,VR,Meta,rMP19wUSzeQ,experience,0.98046,0.017890632,0.0016493698
0,101,VR,Meta,rMP19wUSzeQ,gaming,0.96707726,0.031073196,0.001849558
0,101,VR,Meta,rMP19wUSzeQ,mixed reality,0.97907376,0.019232268,0.0016940108
0,101,VR,Meta,rMP19wUSzeQ,Gyroscope,0.97627413,0.021645384,0.0020805788
0,101,VR,Meta,rMP19wUSzeQ,audio,0.9783585,0.019843701,0.0017978366
0,101,VR,Meta,rMP19wUSzeQ,visual,0.9860951,0.012268687,0.0016362835
0,101,VR,Meta,rMP19wUSzeQ,technology,0.98481804,0.013668919,0.0015130453
0,101,VR,Meta,rMP19wUSzeQ,specification,0.9808709,0.01752152,0.0016075806
0,102,VR,Meta,rMP19wUSzeQ,performance,0.0033737945,0.946284,0.050342254
0,102,VR,Meta,rMP19wUSzeQ,experience,0.0052166074,0.75682616,0.23795725
0,102,VR,Meta,rMP19wUSzeQ,gaming,0.0033656796,0.9576242,0.03901014
0,102,VR,Meta,rMP19wUSzeQ,mixed reality,0.009639776,0.93867666,0.051683538
0,102,VR,Meta,rMP19wUSzeQ,Gyroscope,0.0046932194,0.90586764,0.089439094
0,102,VR,Meta,rMP19wUSzeQ,audio,0.0037879166,0.9323799,0.06383213
0,102,VR,Meta,rMP19wUSzeQ,visual,0.005409369,0.9160412,0.0785494
0,102,VR,Meta,rMP19wUSzeQ,technology,0.0028603924,0.96081495,0.036324684
0,102,VR,Meta,rMP19wUSzeQ,specification,0.004531374,0.9273995,0.06806907
0,103,VR,Meta,rMP19wUSzeQ,performance,0.029352691,0.96378654,0.0068607954
0,103,VR,Meta,rMP19wUSzeQ,experience,0.015306874,0.97258806,0.012105075
0,103,VR,Meta,rMP19wUSzeQ,gaming,0.019079303,0.97143394,0.009486786
0,103,VR,Meta,rMP19wUSzeQ,mixed reality,0.023392688,0.9650944,0.011513016
0,103,VR,Meta,rMP19wUSzeQ,Gyroscope,0.021528764,0.96486515,0.013606007
0,103,VR,Meta,rMP19wUSzeQ,audio,0.13891731,0.8522124,0.008870248
0,103,VR,Meta,rMP19wUSzeQ,visual,0.030040134,0.9612096,0.008750239
0,103,VR,Meta,rMP19wUSzeQ,technology,0.017143851,0.97280735,0.010048799
0,103,VR,Meta,rMP19wUSzeQ,specification,0.028233757,0.96463335,0.0071328594
0,104,VR,Meta,rMP19wUSzeQ,performance,0.0040595974,0.038864344,0.9570761
0,104,VR,Meta,rMP19wUSzeQ,experience,0.002995491,0.03926242,0.9577421
0,104,VR,Meta,rMP19wUSzeQ,gaming,0.0036823447,0.042677283,0.9536404
